18
16;17;24.108060262379073;1.2054030131189537
15;16;2.450670364961709;0.12253351824808545
15;17;23.26534614919403;1.1632673074597015
14;15;5.906269303215208;0.2953134651607604
14;16;3.459581111579688;0.1729790555789844
14;17;25.424032978080074;1.2712016489040037
13;14;4.934420886892316;0.2467210443446158
13;15;4.553458695025006;0.22767293475125033
13;16;3.6035653906930394;0.18017826953465196
13;17;27.570889604481486;1.3785444802240743
12;13;7.341995017248559;0.36709975086242796
12;14;11.441300526500548;0.5720650263250274
12;15;6.397466718443792;0.3198733359221896
12;16;8.296669277614017;0.41483346388070086
12;17;26.902629726214617;1.3451314863107309
11;12;235.61292207333958;11.780646103666978
10;11;74.87224689720287;3.7436123448601437
9;10;51.609268243660864;2.580463412183043
9;11;68.4421002943436;3.42210501471718
9;12;169.64825024998765;8.482412512499383
8;9;2.6840634507590373;0.13420317253795186
8;10;49.297205817030154;2.4648602908515076
8;11;69.20704410519274;3.4603522052596367
7;8;1.4200454770533693;0.07100227385266847
7;9;2.307100898747076;0.1153550449373538
7;10;49.30390681839065;2.4651953409195326
7;11;67.82487395617932;3.391243697808966
6;7;106.48775286616296;5.324387643308148
5;6;9.288822261040462;0.46444111305202307
4;5;5.3457090437191255;0.2672854521859563
4;6;11.554570320444599;0.57772851602223
3;4;2.3809164025013976;0.11904582012506988
3;5;3.2767804421412867;0.16383902210706433
3;6;9.556818861190173;0.47784094305950864
2;3;4.212609795613555;0.21063048978067775
2;4;6.552933940884771;0.32764669704423854
2;5;1.8878823228420878;0.09439411614210438
2;6;7.564402057248298;0.3782201028624149
1;2;8.98156173509377;0.4490780867546885
1;3;4.82400419338549;0.24120020966927452
1;4;2.8777080811818108;0.14388540405909053
1;5;8.052068345176911;0.4026034172588456
1;6;12.532023800368622;0.6266011900184311
0;1;3.1420557306325403;0.15710278653162701
0;2;6.0613025765506015;0.30306512882753006
0;3;2.311695145342372;0.11558475726711862
0;4;2.3027479126684054;0.11513739563342026
0;5;5.506018074961119;0.27530090374805594
0;6;9.618154180600465;0.4809077090300232
